"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1081;Nordjylland;2023-10-04;F;1;0;0;8827;3400434;63350;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-04;F;10;0;1;8827;3400444;63351;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-04;F;5;1;2;8828;3400449;63353;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-04;M;14;0;3;8828;3400463;63356;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-04;M;2;0;1;8828;3400465;63357;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-04;M;3;0;2;8828;3400468;63359;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-04;M;2;0;1;8828;3400470;63360;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-04;M;9;0;4;8828;3400479;63364;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-05;F;18;1;6;8829;3400497;63370;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-05;F;7;0;3;8829;3400504;63373;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-05;F;4;1;4;8830;3400508;63377;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-05;F;7;1;3;8831;3400515;63380;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-05;F;2;0;2;8831;3400517;63382;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-05;M;21;1;12;8832;3400538;63394;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-05;M;4;1;3;8833;3400542;63397;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-05;M;4;1;3;8834;3400546;63400;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-05;M;6;1;1;8835;3400552;63401;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-05;M;4;0;3;8835;3400556;63404;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-06;F;10;0;2;8835;3400566;63406;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-06;F;11;0;4;8835;3400577;63410;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-06;F;3;0;2;8835;3400580;63412;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-06;F;7;0;1;8835;3400587;63413;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-06;F;8;1;4;8836;3400595;63417;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-06;M;11;1;5;8837;3400606;63422;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-06;M;5;0;5;8837;3400611;63427;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-06;M;1;0;1;8837;3400612;63428;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-06;M;2;0;0;8837;3400614;63428;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-06;M;4;1;2;8838;3400618;63430;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-07;F;10;0;6;8838;3400628;63436;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-07;F;2;0;1;8838;3400630;63437;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-07;F;5;0;3;8838;3400635;63440;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-07;F;3;0;2;8838;3400638;63442;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-07;F;6;0;3;8838;3400644;63445;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-07;M;6;0;2;8838;3400650;63447;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-07;M;3;0;3;8838;3400653;63450;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-07;M;1;0;0;8838;3400654;63450;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-07;M;1;0;1;8838;3400655;63451;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-07;M;6;0;5;8838;3400661;63456;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-08;F;10;0;7;8838;3400671;63463;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-08;F;5;1;3;8839;3400676;63466;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-08;F;5;0;3;8839;3400681;63469;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-08;F;3;0;2;8839;3400684;63471;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-08;F;6;1;4;8840;3400690;63475;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-08;M;13;1;8;8841;3400703;63483;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-08;M;5;1;5;8842;3400708;63488;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-08;M;7;0;5;8842;3400715;63493;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-08;M;4;0;3;8842;3400719;63496;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-08;M;6;0;5;8842;3400725;63501;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-09;F;28;1;10;8843;3400753;63511;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-09;F;6;0;2;8843;3400759;63513;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-09;F;5;0;4;8843;3400764;63517;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-09;F;7;0;3;8843;3400771;63520;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-09;F;8;0;5;8843;3400779;63525;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-09;M;14;1;5;8844;3400793;63530;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-09;M;5;1;4;8845;3400798;63534;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-09;M;5;3;5;8848;3400803;63539;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-09;M;6;0;1;8848;3400809;63540;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-09;M;9;0;6;8848;3400818;63546;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-10;F;15;0;2;8848;3400833;63548;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-10;F;4;0;3;8848;3400837;63551;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-10;F;6;1;4;8849;3400843;63555;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-10;F;4;0;1;8849;3400847;63556;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-10;F;4;0;0;8849;3400851;63556;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-10;M;10;0;1;8849;3400861;63557;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-10;M;3;0;3;8849;3400864;63560;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-10;M;1;0;0;8849;3400865;63560;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-10;M;7;0;1;8849;3400872;63561;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-10;M;9;0;7;8849;3400881;63568;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-11;F;13;1;3;8850;3400894;63571;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-11;F;3;0;1;8850;3400897;63572;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-11;F;8;1;5;8851;3400905;63577;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-11;F;5;0;2;8851;3400910;63579;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-11;F;16;0;11;8851;3400926;63590;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-11;M;9;0;4;8851;3400935;63594;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-11;M;8;0;6;8851;3400943;63600;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-11;M;3;1;2;8852;3400946;63602;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-11;M;6;0;3;8852;3400952;63605;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-11;M;5;1;3;8853;3400957;63608;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-12;F;22;0;6;8853;3400979;63614;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-12;F;5;0;3;8853;3400984;63617;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-12;F;6;1;4;8854;3400990;63621;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-12;F;9;0;4;8854;3400999;63625;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-12;F;12;0;5;8854;3401011;63630;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-12;M;17;0;6;8854;3401028;63636;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-12;M;6;0;4;8854;3401034;63640;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-12;M;7;1;4;8855;3401041;63644;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-12;M;7;0;3;8855;3401048;63647;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-12;M;10;0;3;8855;3401058;63650;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-13;F;24;1;7;8856;3401082;63657;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-13;F;3;0;3;8856;3401085;63660;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-13;F;4;0;1;8856;3401089;63661;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-13;F;5;0;2;8856;3401094;63663;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-13;F;10;0;5;8856;3401104;63668;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-13;M;15;2;6;8858;3401119;63674;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-13;M;2;0;2;8858;3401121;63676;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-13;M;4;0;4;8858;3401125;63680;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-13;M;5;0;3;8858;3401130;63683;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-13;M;9;1;7;8859;3401139;63690;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-14;F;11;1;7;8860;3401150;63697;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-14;F;3;0;2;8860;3401153;63699;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-14;F;2;1;1;8861;3401155;63700;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-14;F;7;0;6;8861;3401162;63706;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-14;F;2;0;2;8861;3401164;63708;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-14;M;11;3;5;8864;3401175;63713;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-14;M;3;0;3;8864;3401178;63716;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-14;M;3;0;2;8864;3401181;63718;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-14;M;7;0;6;8864;3401188;63724;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-14;M;4;0;1;8864;3401192;63725;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-15;F;4;1;3;8865;3401196;63728;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-15;F;6;0;4;8865;3401202;63732;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-15;F;8;0;3;8865;3401210;63735;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-15;F;3;0;3;8865;3401213;63738;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-15;F;6;1;5;8866;3401219;63743;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-15;M;9;0;4;8866;3401228;63747;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-15;M;1;0;1;8866;3401229;63748;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-15;M;5;0;3;8866;3401234;63751;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-15;M;7;0;3;8866;3401241;63754;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-15;M;5;0;3;8866;3401246;63757;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-16;F;17;2;5;8868;3401263;63762;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-16;F;8;1;5;8869;3401271;63767;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-16;F;6;0;5;8869;3401277;63772;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-16;F;8;1;4;8870;3401285;63776;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-16;F;13;0;7;8870;3401298;63783;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-16;M;16;0;6;8870;3401314;63789;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-16;M;3;1;2;8871;3401317;63791;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-16;M;5;1;4;8872;3401322;63795;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-16;M;7;0;1;8872;3401329;63796;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-16;M;10;0;5;8872;3401339;63801;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-17;F;19;0;5;8872;3401358;63806;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-17;F;5;0;2;8872;3401363;63808;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-17;F;6;1;3;8873;3401369;63811;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-17;F;14;1;6;8874;3401383;63817;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-17;F;10;0;5;8874;3401393;63822;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-17;M;5;0;2;8874;3401398;63824;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-17;M;14;1;6;8875;3401412;63830;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-17;M;4;0;4;8875;3401416;63834;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-17;M;10;0;7;8875;3401426;63841;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-17;M;9;0;6;8875;3401435;63847;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-18;F;26;0;6;8875;3401461;63853;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-18;F;9;0;6;8875;3401470;63859;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-18;F;6;0;4;8875;3401476;63863;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-18;F;15;1;5;8876;3401491;63868;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-18;F;6;0;3;8876;3401497;63871;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-18;M;18;0;8;8876;3401515;63879;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-18;M;6;0;3;8876;3401521;63882;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-18;M;3;0;3;8876;3401524;63885;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-18;M;5;0;3;8876;3401529;63888;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-18;M;11;1;9;8877;3401540;63897;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-19;F;13;0;3;8877;3401553;63900;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-19;F;13;1;8;8878;3401566;63908;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-19;F;4;0;0;8878;3401570;63908;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-19;F;7;0;3;8878;3401577;63911;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-19;F;11;1;5;8879;3401588;63916;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-19;M;14;0;4;8879;3401602;63920;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-19;M;7;0;5;8879;3401609;63925;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-19;M;5;0;4;8879;3401614;63929;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-19;M;6;0;4;8879;3401620;63933;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-19;M;7;0;4;8879;3401627;63937;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-20;F;14;1;2;8880;3401641;63939;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-20;F;5;0;0;8880;3401646;63939;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-20;F;2;0;1;8880;3401648;63940;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-20;F;12;1;6;8881;3401660;63946;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-20;F;9;0;3;8881;3401669;63949;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-20;M;19;1;9;8882;3401688;63958;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-20;M;5;0;3;8882;3401693;63961;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-20;M;7;1;6;8883;3401700;63967;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-20;M;7;0;5;8883;3401707;63972;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-20;M;7;0;7;8883;3401714;63979;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-21;F;10;1;4;8884;3401724;63983;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-21;F;4;1;3;8885;3401728;63986;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-21;F;5;0;4;8885;3401733;63990;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-21;F;7;0;4;8885;3401740;63994;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-21;F;8;0;4;8885;3401748;63998;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-21;M;9;3;6;8888;3401757;64004;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-21;M;5;0;4;8888;3401762;64008;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-21;M;7;2;7;8890;3401769;64015;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-21;M;2;0;1;8890;3401771;64016;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-21;M;8;1;5;8891;3401779;64021;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-22;F;10;0;5;8891;3401789;64026;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-22;F;9;0;7;8891;3401798;64033;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-22;F;7;2;6;8893;3401805;64039;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-22;F;5;0;4;8893;3401810;64043;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-22;F;3;0;3;8893;3401813;64046;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-22;M;7;0;4;8893;3401820;64050;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-22;M;3;0;2;8893;3401823;64052;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-22;M;12;4;10;8897;3401835;64062;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-22;M;9;1;6;8898;3401844;64068;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-22;M;4;0;3;8898;3401848;64071;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-23;F;42;0;9;8898;3401890;64080;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-23;F;4;0;1;8898;3401894;64081;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-23;F;8;0;3;8898;3401902;64084;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-23;F;14;2;6;8900;3401916;64090;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-23;F;11;0;5;8900;3401927;64095;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-23;M;21;0;10;8900;3401948;64105;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-23;M;10;0;7;8900;3401958;64112;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-23;M;11;1;8;8901;3401969;64120;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-23;M;16;1;11;8902;3401985;64131;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-23;M;10;0;5;8902;3401995;64136;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-24;F;33;1;8;8903;3402028;64144;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-24;F;10;0;4;8903;3402038;64148;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-24;F;10;1;8;8904;3402048;64156;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-24;F;13;0;4;8904;3402061;64160;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-24;F;14;2;6;8906;3402075;64166;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-24;M;20;1;6;8907;3402095;64172;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-24;M;9;0;7;8907;3402104;64179;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-24;M;11;1;9;8908;3402115;64188;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-24;M;10;1;6;8909;3402125;64194;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-24;M;11;0;7;8909;3402136;64201;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-25;F;28;0;5;8909;3402164;64206;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-25;F;13;1;2;8910;3402177;64208;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-25;F;4;1;3;8911;3402181;64211;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-25;F;12;0;4;8911;3402193;64215;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-25;F;10;0;6;8911;3402203;64221;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-25;M;24;1;12;8912;3402227;64233;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-25;M;11;1;4;8913;3402238;64237;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-25;M;12;2;9;8915;3402250;64246;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-25;M;8;0;3;8915;3402258;64249;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-25;M;19;1;6;8916;3402277;64255;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-26;F;26;0;6;8916;3402303;64261;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-26;F;9;0;5;8916;3402312;64266;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-26;F;5;0;3;8916;3402317;64269;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-26;F;9;1;3;8917;3402326;64272;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-26;F;14;1;5;8918;3402340;64277;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-26;M;25;2;7;8920;3402365;64284;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-26;M;10;0;3;8920;3402375;64287;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-26;M;9;1;4;8921;3402384;64291;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-26;M;5;0;2;8921;3402389;64293;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-26;M;13;0;6;8921;3402402;64299;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-27;F;25;2;3;8923;3402427;64302;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-27;F;10;1;7;8924;3402437;64309;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-27;F;3;0;1;8924;3402440;64310;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-27;F;9;0;3;8924;3402449;64313;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-27;F;13;1;6;8925;3402462;64319;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-27;M;23;2;8;8927;3402485;64327;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-27;M;3;0;2;8927;3402488;64329;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-27;M;7;0;6;8927;3402495;64335;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-27;M;13;1;8;8928;3402508;64343;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-27;M;11;0;7;8928;3402519;64350;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-28;F;18;1;8;8929;3402537;64358;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-28;F;8;0;7;8929;3402545;64365;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-28;F;5;0;4;8929;3402550;64369;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-28;F;2;0;2;8929;3402552;64371;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-28;M;8;1;4;8930;3402560;64375;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-28;M;8;1;6;8931;3402568;64381;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-28;M;8;1;6;8932;3402576;64387;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-28;M;6;2;5;8934;3402582;64392;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-28;M;6;2;3;8936;3402588;64395;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-29;F;11;0;5;8936;3402599;64400;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-29;F;9;1;5;8937;3402608;64405;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-29;F;4;0;3;8937;3402612;64408;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-29;F;8;0;6;8937;3402620;64414;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-29;F;7;0;5;8937;3402627;64419;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-29;M;11;4;8;8941;3402638;64427;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-29;M;9;2;6;8943;3402647;64433;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-29;M;4;0;2;8943;3402651;64435;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-29;M;7;0;2;8943;3402658;64437;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-29;M;9;1;6;8944;3402667;64443;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-30;F;46;1;12;8945;3402713;64455;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-30;F;9;0;6;8945;3402722;64461;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-30;F;8;2;5;8947;3402730;64466;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-30;F;16;1;8;8948;3402746;64474;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-30;F;22;1;7;8949;3402768;64481;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-30;M;30;1;9;8950;3402798;64490;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-30;M;17;1;8;8951;3402815;64498;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-30;M;6;0;5;8951;3402821;64503;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-30;M;10;0;5;8951;3402831;64508;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-30;M;16;0;5;8951;3402847;64513;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-31;F;42;1;10;8952;3402889;64523;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-31;F;11;1;4;8953;3402900;64527;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-31;F;3;0;2;8953;3402903;64529;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-31;F;18;0;3;8953;3402921;64532;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-31;F;8;1;4;8954;3402929;64536;2024-05-28T10:06:18.790
1084;Hovedstaden;2023-10-31;M;28;2;12;8956;3402957;64548;2024-05-28T10:06:18.790
1082;Midtjylland;2023-10-31;M;13;1;8;8957;3402970;64556;2024-05-28T10:06:18.790
1081;Nordjylland;2023-10-31;M;4;0;3;8957;3402974;64559;2024-05-28T10:06:18.790
1085;Sjælland;2023-10-31;M;10;0;6;8957;3402984;64565;2024-05-28T10:06:18.790
1083;Syddanmark;2023-10-31;M;18;0;10;8957;3403002;64575;2024-05-28T10:06:18.790
